ROR		parent	child	short_name	canonical_name	Ringgold_id	long_name	URL	ISNI	Wikidata	Grid	?	City	State	Country
			A00744	Langston U	Langston University, Oklahoma	4403	Langston University		0000000106843891	252551	262320960	Q3302016	grid.258945.7	Langston University	Langston
			A00745	Lappeenranta U	Lappeenranta University of Technology, Finland	4415	Lappeenrannan Teknillinen Yliopisto	Lappeenrannan Teknillinen Korkeakoulu	0000000105333048	659818	157762791	Q1809949	grid.12332.31	Lappeenranta University of Technology	Lappeenranta
			A00746	U Wyoming	University of Wyoming	4416	University of Wyoming	UW	0000000121090381	535684	126554678	Q1326975	grid.135963.b	University of Wyoming	Laramie
		A00746	A11182	Dep Phy Ast	University of Wyoming, Department of Physics and Astronomy	A1182									
		A00746	A11183	Dep Geo Geop	University of Wyoming, Department of Geology and Geophysics	A1183									
			A00747	NMSU	New Mexico State University	4423	New Mexico State University	ERIC Clearinghouse on Rural Education and Small Schools	0000000121703715						
01kbvt179	A00747	A00748	Carlsbad	New Mexico State University, Carlsbad	52622	New Mexico State University - Carlsbad		0000000103815182	37601046	155152520	Q7010292	grid.449451.9	New Mexico State University Carlsbad	Carlsbad
		A00747	A11170	Dep Ast	New Mexico State University, Department of Astronomy	A1170									
		A00747	A11171	Dep Phy	New Mexico State University, Department of Physics	A1171									
			A00749	NM Highlands U	New Mexico Highlands University	4425	New Mexico Highlands University	Highlands University	0000000094778585	3202683	139605563	Q7010189	grid.260899.c	New Mexico Highlands University	Las Vegas
			A00750	St Vincent Coll	Saint Vincent College, Pennsylvania	4430	Saint Vincent College		0000000123230157	81675		Q3444141	grid.421782.a	Saint Vincent College	Latrobe
			A00751	Laval U	Laval University, Canada	4440			0000000419368390	352708	158301808	Q1067935	grid.23856.3a	Université Laval	Québec
		A00751	A11729	CRAQ	Center for Research in Astrophysics of Quebec	A1729									
		A00751	A11730	Mont Megantic Obs	Mont Megantic Observatory	A1730									
		A00751	A11731	Dep Phy	Laval University, Department of Physics	A1731									
			A00752	Rider U	Rider University, New Jersey	4444	Rider University	Rider Business College	0000000106838240	295238	128003835	Q3551664	grid.262557.1	Rider University	Lawrenceville
			A00753	Cumberland U	Cumberland University, Tennessee	4455	Cumberland University		0000000095436851	586710	140749600	Q1143711	grid.441163.5	Cumberland University	Lebanon
			A00754	Metro U Leeds	Leeds Metropolitan University, UK	4467	Leeds Beckett University	City Campus	0000000107458880	703698	155227932	Q2392351	grid.10346.30	Leeds Beckett University	Leeds
			A00755	U Leeds	University of Leeds, UK	4468			0000000419368403	196911	135669116	Q503424	grid.9909.9	University of Leeds	Leeds
		A00755	A00756	Sch Phy Ast	University of Leeds, School of Physics and Astronomy	150512	University of Leeds School of Physics and Astronomy		0000000404495899						
		A00755	A00757	Sch Ear Env	University of Leeds, School of Earth and Environment	413466	University of Leeds School of Earth and Environment		000000010101260X						
			A00758	Montfort U	De Montfort University, UK	4487			0000000121532936	197959	127160388	Q3551402	grid.48815.30	De Montfort University	Leicester
			A00759	U Leicester	University of Leicester, UK	4488			0000000419368411	354047	151272016	Q1333399	grid.9918.9	University of Leicester	Leicester
		A00759	A00760	Dep Phy Ast	University of Leicester, Department of Physics and Astronomy	150482	University of Leicester Department of Physics and Astronomy		0000000404493543						
			A00761	U Leiden	University of Leiden, Netherlands	4496	Universiteit Leiden	International Institute for the Study of Islam in the Modern World	0000000123121970	86373	130005097	Q156598	grid.5132.5	Leiden University	Leiden
		A00761	A00762	Inst Chem	University of Leiden, Institute of Chemistry	201229	Universiteit Leiden Leids Instituut voor Chemisch Onderzoek	Leiden University Institute of Chemistry	0000000404923814						
		A00761	A00763	Lorentz ITP	University of Leiden, Lorentz Institute for Theoretical Physics	220725	Universiteit Leiden Instituut-Lorentz	Leiden University Lorentz Institute for Theoretical Physics	0000000404875023						
		A00761	A11239	Obs	Leiden Observatory	A1239									
			A00764	Bishops U	Bishops University, Canada	4509	Bishop's University		000000041936842X	342652	131293372	Q3551383	grid.253135.3	Bishop's University	Sherbrooke
			A00765	U Lethbridge	University of Lethbridge, Canada	4512	University of Lethbridge	University of Lethbridge - Edmonton Campus	0000000094710214	911922	139500346	Q1689439	grid.47609.3c	University of Lethbridge	Lethbridge
		A00765	A11728	Dep Phy	University of Lethbridge, Department of Physics	A1728									
			A00766	Bucknell U	Bucknell University, Pennsylvania	4517	Bucknell University		0000000122979828	106198	265965781	Q3444679	grid.253363.2	Bucknell University	Lewisburg
			A00767	Bates Coll	Bates College, Maine	4521	Bates College		0000000404200595	319763	156883213	Q810771	grid.252873.9	Bates College	Lewiston
			A00768	U KY	University of Kentucky	4530	University of Kentucky	UK	0000000419368438	284368	151185133	Q1360303	grid.266539.d	University of Kentucky	Lexington
		A00768	A00769	Dep Ast	University of Kentucky, Department of Astronomy	174524	Western Kentucky University Department of Physics and Astronomy		0000000403811159						
			A00770	Virginia Mil Inst	Virginia Military Institute	4532	Virginia Military Institute	VMI	0000000122280996	345295	168513270	Q785357	grid.267893.1	Virginia Military Institute	Lexington
			A00771	Wm Jewell Coll	William Jewell College, Missouri	4536	William Jewell College		0000000121662167	426177	267301399	Q3307837	grid.422690.b	William Jewell College	Liberty
			A00772	NE Wesleyan U	Nebraska Wesleyan University	4550	Nebraska Wesleyan University	NWU	0000000085982429	1418154	124400702	Q6984798	grid.260812.f	Nebraska Wesleyan University	Lincoln
			A00773	Linkoping U	Linkoping University, Sweden	4566			0000000121629922				grid.5640.7	Linköping University	Linköping
			A00774	Benedictine U	Benedictine University, Illinois	4569	Benedictine University		0000000404207500	2006647	143391982	Q4887352	grid.252950.9	Benedictine University	Lisle
			A00775	Sthrn Cross U	Southern Cross University	4571	Southern Cross University	Southern Cross University Faculty of Art and Sciences	0000000121532610	458618	262435511	Q1278780	grid.1031.3	Southern Cross University	Lismore
			A00776	LLNL	Lawrence Livermore National Laboratory, California	4578	Lawrence Livermore National Laboratory	LLNL	0000000404209258						
		A00776	A11213	IGPP	Lawrence Livermore National Laboratory, Institute for Geophysics and Planetary Physics	A1213									
		A00776	A11215	Phy Div	Lawrence Livermore National Laboratory, Physics Division	A1215									
		A00776	A11216	Ear Sci Div	Lawrence Livermore National Laboratory, Earth Sciences Division	A1216									
		A00776	A11217	Nuc Div	Lawrence Livermore National Laboratory, Nuclear Division	A1217									
			A00777	Liverpool JMU	Liverpool John Moores University, UK	4589			0000000403680654				grid.4425.7	Liverpool John Moores University	Liverpool
		A00777	A00778	Ast Res Inst	Liverpool John Moores University, Astrophysics Research Institute	151602	Liverpool John Moores University Astrophysics Research Institute		000000040368070X	37351627		Q4811699			
			A00779	U Liverpool	University of Liverpool, UK	4591			0000000419368470	156512	136918390	Q499510	grid.10025.36	University of Liverpool	Liverpool
		A00779	A00780	Sch Env Sci	University of Liverpool, School of Environmental Sciences	105170	University of Liverpool School of Environmental Sciences	University of Liverpool Faculty of Social and Environmental Studies	0000000406419259						
		A00779	A00781	Dep Ear Oc Ecol Sci	University of Liverpool, Department of Earth, Ocean and Ecological Sciences	151585	University of Liverpool Department of Earth Ocean and Ecological Sciences	Port Erin Marine Laboratory	0000000403679362						
		A00779	A00782	Dep Phy	University of Liverpool, Department of Physics	151587	University of Liverpool Department of Physics	Chadwick Laboratory	0000000403679469						
			A00783	UT St U	Utah State University	4606	Utah State University	USU	0000000121858768	267513	151791657	Q1052614	grid.53857.3c	Utah State University	Logan
		A00783	A11155	Ctr Atm Sp Sci	Utah State University, Center for Atmospheric and Space Science	A1155									
		A00783	A11156	Sp Dyn Lab	Utah State University, Space Dynamics Laboratory	A1156									
			A00784	Imp Coll London	Imperial College, London	4615	Imperial College London	Imperial College of Science Technology and Medicine	0000000121138111				grid.7445.2	Imperial College London	London
		A00784	A00785	Dep Chem Eng	Imperial College, Department of Chemical Engineering	152933	Imperial College London Department of Chemical Engineering and Chemical Technology		0000000403758749						
		A00784	A00786	Dep Ear Sci Eng	Imperial College, Department of Earth Science and Engineering	152935	Imperial College London Department of Earth Science and Engineering	Imperial College London Department of Geology	0000000403758888						
		A00784	A00787	Ryl Sch Mines	Imperial College, Royal School of Mines	152936	Royal School of Mines	Royal School of Mines Union	0000000403758933	633625	151875434	Q1508631			
		A00784	A00788	Dep Chem	Imperial College, Department of Chemistry	218235	Imperial College Department of Chemistry		0000000404695305						
		A00784	A00789	Dep Phy	Imperial College, Department of Physics	226072	Imperial College London Department of Physics		0000000404494810						
		A00784	A11760	Ast Grp	Imperial College, Astrophysics Group	A1760									
		A00784	A11761	Sp Atm Res Ctr	Imperial College, Space and Atmosphere Research Center	A1761									
			A00790	Kings Coll London	Kings College London, UK	4616	King's College London	AHRC ICT Methods Network	0000000123226764	158483	128638237	Q245247	grid.13097.3c	King's College London	London
		A00790	A11763	Dep Phy	Kings College London, Department of Physics	A1763									
			A00791	Queen Mary U	Queen Mary University, UK	4617	Queen Mary University of London	QMUL	0000000121711133	422461	142375937	Q195668	grid.4868.2	Queen Mary University of London	London
		A00791	A00792	Sch Phy Ast	Queen Mary University, School of Physics and Astronomy	390399	Yew Wah School Shanghai	Yew Wah International Education Foundation	0000000446585972						
03jyskd58	A00791	A11768	SEPnet	South-East Physics Network	A1768									
			A00793	Brit Aero Sys	British Aerospace Systems, PLC	4633	BAE Systems Plc	Aerosystems International Inc	0000000404219667	200128		Q739416	grid.1343.5	BAE Systems (United Kingdom)	London
			A00794	Birkbeck U London	Birkbeck University of London, UK	4894	Birkbeck University of London	Birkbeck College	0000000123240507				grid.88379.3d	"Birkbeck	 University of London"
		A00794	A00795	Dep Ear Plan Sci	Birkbeck University of London, Department of Earth and Planetary Sciences	387591	Birkbeck University of London Department of Earth and Planetary Sciences		0000000446587783						
		A00794	A00805	Ctr Plan Sci	Center for Planetary Sciences at UCL/Birkbeck	387681	Centre for Planetary Sciences at UCL/Birkbeck		0000000446592128						
			A00797	City U London	City University London, UK	4895	City University	City University Centre for Investigative Security and Police Sciences	0000000419368497				grid.28577.3f	"City	 University of London"
			A00798	London Sch Econ	London School of Economics, UK	4905	London School of Economics and Political Science	IBSS	0000000107895319	67704		Q174570	grid.13063.37	London School of Economics and Political Science	London
			A00799	Middlesex U	Middlesex University, UK	4907	Middlesex University	Archway Campus	000000010710330X	220104	129809400	Q1760791	grid.15822.3c	Middlesex University	London
			A00800	London S Bank U	London South Bank University, UK	4914	London South Bank University	Borough Polytechnic Institute	0000000121122291	386181	155242209	Q289348	grid.4756.0	London South Bank University	London
			A00801	U Greenwich	University of Greenwich, UK	4918	University of Greenwich	Greenwich Campus	0000000108065472	533524	142043528	Q1896148	grid.36316.31	University of Greenwich	London
			A00802	U Coll London	University College London, UK	4919	University College London	UCL	0000000121901201	52029	155428631	Q193196	grid.83440.3b	University College London	London
		A00802	A00803	Dep Ear Sci	University College London, Department of Earth Sciences	152582	University College London Department of Earth Sciences	UCL Department of Earth Sciences	000000040373697X						
		A00802	A00804	Dep Phy Ast	University College London, Department of Physics and Astronomy	154299	University College London Department of Physics and Astronomy	UCL Department of Physics and Astronomy	0000000403856285						
		A00802	A00805	Ctr Plan Sci	Center for Planetary Sciences at UCL/Birkbeck	387681	Centre for Planetary Sciences at UCL/Birkbeck		0000000446592128						
		A00802	A00806	Obs	University of London Observatory	53255	University of London Observatory	ULO	0000000404973248						
		A00802	A11762	Mullard Sp Sci Lab	University College London, Mullard Space Science Laboratory	A1762									
			A00807	U Westminster	University of Westminster, UK	4921	University of Westminster	PCL	0000000090468598	6179123	137119888	Q1247544	grid.12896.34	University of Westminster	London
			A00808	Brit Mus Nat Hist	British Museum of Natural History, UK	4946	Natural History Museum	Angela Marmont Centre for UK Biodiversity	0000000122709879				grid.35937.3b	Natural History Museum	London
			A00809	Ryl Dutch Shell	Royal Dutch Shell	5033	Royal Dutch Shell plc	Royal Dutch Petroleum Company	0000000404726394				grid.422154.4	Shell (Netherlands)	The Hague
04jwy1234	A00809	A00810	Showa Shell	Showa Shell, Sekiyu, Japan	358022	Showa Shell Sekiyu Kabushiki Kaisha	Showa Shell Sekiyu KK	0000000417870934				grid.481744.a	Shell (Japan)	Tokyo
			A00811	U Sthrn Miss	University of Southern Mississippi	5104	University of Southern Mississippi	Southern Miss	0000000403828305						
